Message_id,Day_of_week,Date,Sender,Subject,Body
230,Saturday,05/04/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #221 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Zillow.

Let's define a ""sevenish"" number to be one which is either a power of 7, or the
sum of unique powers of 7. The first few sevenish numbers are 1, 7, 8, 49, and
so on. Create an algorithm to find the nth sevenish number.

"
231,Friday,05/03/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #220 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Square.

In front of you is a row of N coins, with values v1, v1, ..., vn.

You are asked to play the following game. You and an opponent take turns
choosing either the first or last coin from the row, removing it from the row,
and receiving the value of the coin.

Write a program that returns the maximum amount of money you can win with
certainty, if you move first, assuming your opponent plays optimally.

"
232,Thursday,05/02/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #219 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Salesforce.

Connect 4 is a game where opponents take turns dropping red or black discs into
a 7 x 6 vertically suspended grid. The game ends either when one player creates
a line of four consecutive discs of their color (horizontally, vertically, or
diagonally), or when there are no more spots left in the grid.

Design and implement Connect 4.

"
233,Wednesday,05/01/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #218 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yahoo.

Write an algorithm that computes the reversal of a directed graph. For example,
if a graph consists of A -> B -> C, it should become A <- B <- C.

"
234,Tuesday,04/30/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #217 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Oracle.

We say a number is sparse if there are no adjacent ones in its binary
representation. For example, 21 (10101) is sparse, but 22 (10110) is not. For a
given input N, find the smallest sparse number greater than or equal to N.

Do this in faster than O(N log N) time.

"
235,Monday,04/29/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #216 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given a number in Roman numeral [https://en.wikipedia.org/wiki/Roman_numerals] 
format, convert it to decimal.

The values of Roman numerals are as follows:

{
    'M': 1000,
    'D': 500,
    'C': 100,
    'L': 50,
    'X': 10,
    'V': 5,
    'I': 1
}


In addition, note that the Roman numeral system uses subtractive notation
[https://en.wikipedia.org/wiki/Subtractive_notation] for numbers such as IV and 
XL.

For the input XIV, for instance, you should return 14.

"
236,Sunday,04/28/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #215 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yelp.

The horizontal distance of a binary tree node describes how far left or right
the node will be when the tree is printed out.

More rigorously, we can define it as follows:

 * The horizontal distance of the root is 0.
 * The horizontal distance of a left child is hd(parent) - 1.
 * The horizontal distance of a right child is hd(parent) + 1.

For example, for the following tree, hd(1) = -2, and hd(6) = 0.

             5
          /     \
        3         7
      /  \      /   \
    1     4    6     9
   /                /
  0                8


The bottom view of a tree, then, consists of the lowest node at each horizontal
distance. If there are two nodes at the same depth and horizontal distance,
either is acceptable.

For this tree, for example, the bottom view could be [0, 1, 3, 6, 8, 9].

Given the root to a binary tree, return its bottom view.

"
237,Saturday,04/27/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #214 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Stripe.

Given an integer n, return the length of the longest consecutive run of 1s in
its binary representation.

For example, given 156, you should return 3.

"
238,Friday,04/26/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #213 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Snapchat.

Given a string of digits, generate all possible valid IP address combinations.

IP addresses must follow the format A.B.C.D, where A, B, C, and D are numbers
between 0 and 255. Zero-prefixed numbers, such as 01 and 065, are not allowed,
except for 0 itself.

For example, given ""2542540123"", you should return ['254.25.40.123',
'254.254.0.123'].

"
239,Thursday,04/25/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #212 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

Spreadsheets often use this alphabetical encoding for its columns: ""A"", ""B"",
""C"", ..., ""AA"", ""AB"", ..., ""ZZ"", ""AAA"", ""AAB"", ....

Given a column number, return its alphabetical column id. For example, given 1,
return ""A"". Given 27, return ""AA"".

"
240,Wednesday,04/24/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #211 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Given a string and a pattern, find the starting indices of all occurrences of
the pattern in the string. For example, given the string ""abracadabra"" and the
pattern ""abr"", you should return [0, 7].

"
241,Tuesday,04/23/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #210 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

A Collatz sequence in mathematics can be defined as follows. Starting with any
positive integer:

 * if n is even, the next number in the sequence is n / 2
 * if n is odd, the next number in the sequence is 3n + 1 

It is conjectured that every such sequence eventually reaches the number 1. Test
this conjecture.

Bonus: What input n <= 1000000 gives the longest sequence?

"
242,Monday,04/22/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #209 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by YouTube.

Write a program that computes the length of the longest common subsequence of
three given strings. For example, given ""epidemiologist"", ""refrigeration"", and
""supercalifragilisticexpialodocious"", it should return 5, since the longest
common subsequence is ""eieio"".

"
243,Sunday,04/21/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #208 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by LinkedIn.

Given a linked list of numbers and a pivot k, partition the linked list so that
all nodes less than k come before nodes greater than or equal to k. 

For example, given the linked list 5 -> 1 -> 8 -> 0 -> 3 and k = 3, the solution
could be 1 -> 0 -> 5 -> 8 -> 3.

"
244,Saturday,04/20/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #207 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

Given an undirected graph G, check whether it is bipartite. Recall that a graph
is bipartite if its vertices can be divided into two independent sets, U and V,
such that no edge connects vertices of the same set.

"
245,Friday,04/19/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #206 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

A permutation can be specified by an array P, where P[i] represents the location
of the element at i in the permutation. For example, [2, 1, 0] represents the
permutation where elements at the index 0 and 2 are swapped.

Given an array and a permutation, apply the permutation to the array. For
example, given the array [""a"", ""b"", ""c""] and the permutation [2, 1, 0], return 
[""c"", ""b"", ""a""].

Upgrade to premium
[https://www.dailycodingproblem.com/subscribe?email=kwame0953%40gmail.com&ref=stackabuse] 
and get in-depth solutions to every problem. Since you were referred by one of
our affiliates, you'll get a 10% discount on checkout!

Get the Daily Coding Problem Book [https://www.amazon.com/dp/1793296634]! It's
out now and #1 on Amazon in algorithms. It’s got our best interview questions
and solutions in exactly the way interviewers want to see.

If you liked this problem, feel free to forward it along so they can subscribe
here [https://www.dailycodingproblem.com/]! As always, shoot us an email if
there's anything we can help with!

"
